number,street,unit,nearest_parcel_land_use,distance_m,reason
2826,CITIZENS PL,D,403,33.5,nearest non-residential (403)
2776,CITIZENS PL,D,403,107.5,nearest parcel 108m away (> 60m)
2747,TENNYSON BLVD,D,403,109.8,nearest parcel 110m away (> 60m)
2791,NEWCASTLE CT,B,403,67.7,nearest parcel 68m away (> 60m)
2451,SHORE BLVD E,B,403,64.9,nearest parcel 65m away (> 60m)
4609,REFUGEE RD,2H,403,80.4,nearest parcel 80m away (> 60m)
4595,REFUGEE RD,3B,403,48.4,nearest non-residential (403)
4615,WORDSWORTH CT,D,403,63.8,nearest parcel 64m away (> 60m)
4594,ISINGTON CT,202,403,109.2,nearest parcel 109m away (> 60m)
4619,REFUGEE RD,1I,403,61.4,nearest parcel 61m away (> 60m)
4637,COLERIDGE CT,,403,23.4,nearest non-residential (403)
306,CHANTRY DR,,447,15.6,nearest non-residential (447)
2764,BRANDY DR,201,403,53.5,nearest non-residential (403)
6777,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
5840,CHATFORD DR,H,403,70.0,nearest parcel 70m away (> 60m)
5840,CHATFORD DR,D,403,73.8,nearest parcel 74m away (> 60m)
4782,REFUGEE RD,A,458,37.8,nearest non-residential (458)
4966,OLDE COVENTRY RD W,,403,100.5,nearest parcel 101m away (> 60m)
5892,CHATFORD DR,B,403,86.7,nearest parcel 87m away (> 60m)
5916,CHATFORD DR,C,449,136.4,nearest parcel 136m away (> 60m)
5904,CHATFORD DR,C,449,108.1,nearest parcel 108m away (> 60m)
1891,FOUNTAINVIEW CT,,403,66.9,nearest parcel 67m away (> 60m)
2504,SCARBOROUGH SQ,5,425,43.4,nearest non-residential (425)
1950,FOUNTAINVIEW CT,C,403,121.2,nearest parcel 121m away (> 60m)
1946,FOUNTAINVIEW CT,F,403,116.7,nearest parcel 117m away (> 60m)
5011,COVENTRY DR,,403,40.8,nearest non-residential (403)
2082,PINE GROVE LN,,403,43.7,nearest non-residential (403)
5081,CEDAR DR,G,,23.9,nearest non-residential ()
5079,CEDAR DR,,,9.2,nearest non-residential ()
3730,KNIGHTSWAY LN,,402,67.6,nearest parcel 68m away (> 60m)
2492,BENIE CT,,403,45.1,nearest non-residential (403)
2295,PETZINGER CT,,640,17.9,nearest non-residential (640)
3793,BAY VILLAGE ST,,500,19.8,nearest=vacant land
3731,KIMBERLY WEST DR,UNIT 3,403,86.1,nearest parcel 86m away (> 60m)
2530,BENIE CT,,403,32.3,nearest non-residential (403)
3755,KIMBERLY WEST DR,UNIT 2,403,58.3,nearest non-residential (403)
3708,KIDRON CT,,403,88.6,nearest parcel 89m away (> 60m)
1743,LONSDALE RD,D,401,12.6,nearest non-residential (401)
3381,WINTER LANE PARK,,403,81.2,nearest parcel 81m away (> 60m)
3928,MAUMEE BAY WAY,,510,73.9,nearest parcel 74m away (> 60m)
2220,SUNSHINE PL,,520,91.4,nearest parcel 91m away (> 60m)
2266,SUNSHINE PL,,520,82.3,nearest parcel 82m away (> 60m)
2261,MUIRWOOD DR,,400,19.9,nearest non-residential (400)
2138,MUIRWOOD DR,,403,139.2,nearest parcel 139m away (> 60m)
5453,LONSDALE PL N,,403,17.5,nearest non-residential (403)
2194,MUIRWOOD DR,,403,79.5,nearest parcel 80m away (> 60m)
5536,DUNFIELD LN,3,403,22.0,nearest non-residential (403)
1577,CABORA LN,,403,37.8,nearest non-residential (403)
4153,CADILLAC CT,,403,102.5,nearest parcel 103m away (> 60m)
2266,SEVILLE AVE,,403,6.8,nearest non-residential (403)
2766,EASTLAND MALL,,427,121.8,nearest parcel 122m away (> 60m)
2758,EASTLAND MALL,,427,121.2,nearest parcel 121m away (> 60m)
2721,EASTLAND MALL,,427,41.7,nearest non-residential (427)
5598,AUTUMN CHASE DR,,411,51.1,nearest non-residential (411)
4400,CROSSROADS CENTER,,444,30.3,nearest non-residential (444)
2853,CITIZENS PL,A,436,108.1,nearest parcel 108m away (> 60m)
2860,CITIZENS PL,E,403,101.2,nearest parcel 101m away (> 60m)
2796,CITIZENS PL,F,403,55.5,nearest non-residential (403)
2744,CITIZENS PL,A,403,161.9,nearest parcel 162m away (> 60m)
4567,MANDEVILLE CT,A,685,107.2,nearest parcel 107m away (> 60m)
2935,TENNYSON BLVD,A,455,130.7,nearest parcel 131m away (> 60m)
2431,SHORE BLVD E,K,403,29.1,nearest non-residential (403)
2411,SHORE BLVD E,L,403,49.8,nearest non-residential (403)
4617,REFUGEE RD,2H,403,29.6,nearest non-residential (403)
4591,WORDSWORTH CT,B,403,125.2,nearest parcel 125m away (> 60m)
2813,TENNYSON BLVD,209,403,28.3,nearest non-residential (403)
2491,SHORE BLVD E,B,122,140.3,nearest parcel 140m away (> 60m)
4633,COLERIDGE CT,D,403,23.2,nearest non-residential (403)
4667,REFUGEE RD,2A,403,40.3,nearest non-residential (403)
4663,HILTON CORPORATE DR,,670,37.4,nearest non-residential (670)
576,CHANTRY DR,,447,15.6,nearest non-residential (447)
1299,YORKLAND RD,UNIT,,46.8,nearest non-residential ()
3154,WEBSTER DR,,467,53.8,nearest non-residential (467)
5784,SARANAC DR,,403,42.9,nearest non-residential (403)
1285,YORKLAND RD,UNIT B,403,36.5,nearest non-residential (403)
5739,SPRUCE TREE DR,,400,119.1,nearest parcel 119m away (> 60m)
6089,MCNAUGHTEN CENTER,,425,51.4,nearest non-residential (425)
6267,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
2575,S HAMILTON RD,,425,39.8,nearest non-residential (425)
4414,CROSSROADS CENTER,,444,56.5,nearest non-residential (444)
5595,AUTUMN CHASE DR,B,411,38.7,nearest non-residential (411)
2849,CITIZENS PL,B,442,74.7,nearest parcel 75m away (> 60m)
2860,CITIZENS PL,B,685,100.4,nearest parcel 100m away (> 60m)
5675,BAIRSFORD CIR N,2,403,13.2,nearest non-residential (403)
326,CHANTRY DR,,447,15.6,nearest non-residential (447)
2,CHANTRY DR,,447,15.6,nearest non-residential (447)
2817,WYMAN CT,B,403,59.2,nearest non-residential (403)
2780,MARWOOD CT,,403,66.1,nearest parcel 66m away (> 60m)
4515,LAKE SIDE N,B,400,144.6,nearest parcel 145m away (> 60m)
2870,WOOLWICH CT,202,685,92.4,nearest parcel 92m away (> 60m)
4586,ISINGTON CT,202,403,94.6,nearest parcel 95m away (> 60m)
396,CHANTRY DR,,447,15.6,nearest non-residential (447)
5601,CHANTRY DR,,447,55.5,nearest non-residential (447)
1285,YORKLAND RD,UNIT I,403,40.4,nearest non-residential (403)
5878,YORKLAND CT,UNIT C,,51.3,nearest non-residential ()
3162,WEBSTER DR,,685,53.0,nearest non-residential (685)
4605,REFUGEE RD,2A,403,75.0,nearest parcel 75m away (> 60m)
4611,REFUGEE RD,3B,403,68.8,nearest parcel 69m away (> 60m)
2886,TENNYSON BLVD,D,403,85.7,nearest parcel 86m away (> 60m)
4613,REFUGEE RD,1B,403,72.2,nearest parcel 72m away (> 60m)
4619,HEBRIDES DR,D,403,90.6,nearest parcel 91m away (> 60m)
4648,HEBRIDES DR,,403,113.4,nearest parcel 113m away (> 60m)
4623,HILTON CORPORATE DR,,670,89.4,nearest parcel 89m away (> 60m)
4661,REFUGEE RD,3A,403,54.0,nearest non-residential (403)
4671,REFUGEE RD,1D,403,22.3,nearest non-residential (403)
5900,CHATTERTON RD,,,21.7,nearest non-residential ()
5761,SPRUCE TREE DR,,400,134.1,nearest parcel 134m away (> 60m)
5822,CHATFORD DR,A,899,97.2,nearest parcel 97m away (> 60m)
6775,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6493,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6341,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6567,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6533,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
5938,ABERNATHY LN,,,16.0,nearest non-residential ()
5844,CHATFORD DR,,403,19.6,nearest non-residential (403)
3180,ELIM MANOR CT,201,591,19.1,nearest non-residential (591)
5916,CHATFORD DR,I,403,141.4,nearest parcel 141m away (> 60m)
1899,FOUNTAINVIEW CT,,403,57.0,nearest non-residential (403)
4792,LARAINE CT,204,403,37.0,nearest non-residential (403)
2110,LAKE CLUB TER,,447,31.5,nearest non-residential (447)
2091,LAKE CLUB TER,H,400,69.7,nearest parcel 70m away (> 60m)
5980,LAKE CLUB SQ,I,403,59.4,nearest non-residential (403)
1962,FOUNTAINVIEW CT,,403,102.9,nearest parcel 103m away (> 60m)
1944,FOUNTAINVIEW CT,E,403,108.8,nearest parcel 109m away (> 60m)
6010,LAKE CLUB SQ,,430,90.9,nearest parcel 91m away (> 60m)
1939,OLDE COVENTRY RD,,401,65.8,nearest parcel 66m away (> 60m)
1929,OLDE COVENTRY RD,,401,88.9,nearest parcel 89m away (> 60m)
1890,NOE-BIXBY RD,,403,84.8,nearest parcel 85m away (> 60m)
2095,PINE GROVE LN,,403,31.1,nearest non-residential (403)
4986,OLDE COVENTRY RD W,,403,62.9,nearest parcel 63m away (> 60m)
1870,COVENTRY CT,C,403,64.9,nearest parcel 65m away (> 60m)
5099,CEDAR DR,C,,26.4,nearest non-residential ()
5143,CEDAR DR,,,8.9,nearest non-residential ()
5165,CEDAR DR,L,,21.7,nearest non-residential ()
3736,BUCKMAN ST,,500,1.9,nearest=vacant land
2625,BIRCHTREE CT,,403,49.9,nearest non-residential (403)
2624,BIRCHTREE CT,,403,53.3,nearest non-residential (403)
5333,YORKSHIRE TERRACE DR,,403,27.4,nearest non-residential (403)
3760,WESTPOINT DR,UNIT 2,403,25.3,nearest non-residential (403)
3724,BONNETT CT,,402,98.7,nearest parcel 99m away (> 60m)
3734,BONNETT CT,,550,83.5,nearest parcel 84m away (> 60m)
2438,HUDSON BAY WAY,,550,91.1,nearest parcel 91m away (> 60m)
5577,HIBERNIA DR,,510,83.7,nearest parcel 84m away (> 60m)
2394,CANAL BAY WAY,,403,22.0,nearest non-residential (403)
3761,SOFT WIND DR,,520,73.9,nearest parcel 74m away (> 60m)
5418,LONSDALE PL S,UNIT D,401,62.0,nearest parcel 62m away (> 60m)
1586,LONSDALE RD,,403,52.2,nearest non-residential (403)
4099,JENERA PL,,403,80.5,nearest parcel 81m away (> 60m)
2202,MUIRWOOD DR,,403,50.1,nearest non-residential (403)
5498,LONSDALE PL N,UNIT A,403,83.4,nearest parcel 83m away (> 60m)
5534,CANTARA PL,,403,31.7,nearest non-residential (403)
5707,HIBERNIA DR,C,403,39.3,nearest non-residential (403)
2220,SEVILLE AVE,,403,84.5,nearest parcel 84m away (> 60m)
4250,GROVES RD,,390,48.2,nearest non-residential (390)
1957,BAIRSFORD DR,,403,69.5,nearest parcel 70m away (> 60m)
2735,S HAMILTON RD,,670,135.4,nearest parcel 135m away (> 60m)
5551,CHATFORD DR,H,403,33.8,nearest non-residential (403)
4960,OLDE COVENTRY RD W,,403,114.7,nearest parcel 115m away (> 60m)
4970,COVENTRY CT S,,660,111.4,nearest parcel 111m away (> 60m)
2127,PINE GROVE LN,,401,28.9,nearest non-residential (401)
2037,PINE NEEDLE CT,,401,14.8,nearest non-residential (401)
5119,CEDAR DR,B,,12.3,nearest non-residential ()
2213,COURTSIDE DR,D,400,3.1,nearest non-residential (400)
3744,WESTPOINT DR,UNIT 6,403,59.3,nearest non-residential (403)
3762,KIMBERLY WEST DR,,403,52.2,nearest non-residential (403)
2417,HUDSON BAY WAY,,550,76.7,nearest parcel 77m away (> 60m)
3676,MENDON PL,,400,90.3,nearest parcel 90m away (> 60m)
3684,KIDRON CT,,350,113.1,nearest parcel 113m away (> 60m)
3699,KIDRON CT,,403,71.9,nearest parcel 72m away (> 60m)
2178,SOFT WIND CT,,403,110.8,nearest parcel 111m away (> 60m)
5481,RED BIRD CT,,402,18.6,nearest non-residential (402)
5595,HIBERNIA DR,A,510,67.8,nearest parcel 68m away (> 60m)
5603,HIBERNIA DR,B,510,71.4,nearest parcel 71m away (> 60m)
5681,HIBERNIA DR,B,510,76.1,nearest parcel 76m away (> 60m)
2254,MUIRWOOD DR,,403,41.5,nearest non-residential (403)
2192,MUIRWOOD DR,,403,68.1,nearest parcel 68m away (> 60m)
3327,WINTER LANE PARK,,510,97.3,nearest parcel 97m away (> 60m)
3306,WINTER LANE PARK,,403,113.2,nearest parcel 113m away (> 60m)
5516,DUNFIELD LN,1,403,46.8,nearest non-residential (403)
5716,HIBERNIA DR,B,690,85.9,nearest parcel 86m away (> 60m)
5796,HIBERNIA DR,C,403,45.1,nearest non-residential (403)
1778,LONSDALE PL E,UNIT D,401,61.3,nearest parcel 61m away (> 60m)
2023,BAIRSFORD DR,1B,520,87.6,nearest parcel 88m away (> 60m)
4176,ASTON MARTIN CT,,403,70.9,nearest parcel 71m away (> 60m)
4161,CADILLAC CT,,403,104.5,nearest parcel 104m away (> 60m)
2755,EASTLAND MALL,,427,117.7,nearest parcel 118m away (> 60m)
4480,WINCHESTER PIKE,,447,29.9,nearest non-residential (447)
1959,BAIRSFORD DR,,403,70.4,nearest parcel 70m away (> 60m)
1573,CABORA LN,,403,38.9,nearest non-residential (403)
1813,BAIRSFORD DR,1J,403,22.5,nearest non-residential (403)
2763,WINCHESTER PIKE,,458,145.6,nearest parcel 146m away (> 60m)
4286,GROVES RD,,351,125.1,nearest parcel 125m away (> 60m)
3132,S HAMILTON RD,,425,18.3,nearest non-residential (425)
5525,HUTCHINSTONE RD,,354,92.0,nearest parcel 92m away (> 60m)
4470,HILTON CORPORATE DR,,351,188.4,nearest parcel 188m away (> 60m)
5728,SARANAC DR,,520,68.5,nearest parcel 69m away (> 60m)
5573,CHANTRY DR,,447,54.7,nearest non-residential (447)
272,CHANTRY DR,,447,15.6,nearest non-residential (447)
6,CHANTRY DR,,447,15.6,nearest non-residential (447)
392,CHANTRY DR,,447,15.6,nearest non-residential (447)
2599,SILVER OAK DR,,403,120.6,nearest parcel 121m away (> 60m)
2830,WYMAN CT,D,403,67.3,nearest parcel 67m away (> 60m)
2460,SHORE BLVD W,D,403,94.0,nearest parcel 94m away (> 60m)
4530,LAKE SIDE N,L,400,123.1,nearest parcel 123m away (> 60m)
4599,REFUGEE RD,2C,403,50.2,nearest non-residential (403)
2943,TENNYSON BLVD,C,455,118.8,nearest parcel 119m away (> 60m)
4578,ISINGTON CT,B,403,102.0,nearest parcel 102m away (> 60m)
4578,ISINGTON CT,C,403,105.4,nearest parcel 105m away (> 60m)
2810,NEWCASTLE CT,202,403,38.7,nearest non-residential (403)
4544,LAKE SIDE S,E,403,145.8,nearest parcel 146m away (> 60m)
5776,SARANAC DR,,403,41.0,nearest non-residential (403)
1752,MCNAUGHTEN RD,,401,10.3,nearest non-residential (401)
4617,REFUGEE RD,1F,403,18.7,nearest non-residential (403)
4613,REFUGEE RD,1C,403,63.6,nearest parcel 64m away (> 60m)
4620,CHANNING TER,A,403,85.7,nearest parcel 86m away (> 60m)
4619,HEBRIDES DR,A,403,105.9,nearest parcel 106m away (> 60m)
4661,REFUGEE RD,1E,403,68.1,nearest parcel 68m away (> 60m)
6773,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6593,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
2770,BERWICK SQ,,403,6.7,nearest non-residential (403)
3245,ELIM MANOR CT,,591,12.2,nearest non-residential (591)
4661,REFUGEE RD,2F,403,61.1,nearest parcel 61m away (> 60m)
2865,THOREAU CT,A,403,79.3,nearest parcel 79m away (> 60m)
2912,MERRYMOUNT CT,A,403,76.6,nearest parcel 77m away (> 60m)
4656,HEBRIDES DR,D,403,118.5,nearest parcel 119m away (> 60m)
4630,HILTON CORPORATE DR,213,411,86.9,nearest parcel 87m away (> 60m)
5896,CHATFORD DR,,403,101.8,nearest parcel 102m away (> 60m)
1950,FOUNTAINVIEW CT,E,403,111.9,nearest parcel 112m away (> 60m)
2893,SHILLING DR,,403,45.8,nearest non-residential (403)
2772,BRANDY DR,204,403,63.5,nearest parcel 63m away (> 60m)
4777,ROLLINGBROOK LN,B,403,36.2,nearest non-residential (403)
2847,CITIZENS PL,E,499,53.6,nearest non-residential (499)
3011,PETZINGER RD,,510,88.9,nearest parcel 89m away (> 60m)
2827,WYMAN CT,B,403,82.9,nearest parcel 83m away (> 60m)
5685,BAIRSFORD CIR N,,403,23.0,nearest non-residential (403)
5685,BAIRSFORD CIR N,5,403,34.5,nearest non-residential (403)
428,CHANTRY DR,,447,15.6,nearest non-residential (447)
4603,REFUGEE RD,1F,403,78.0,nearest parcel 78m away (> 60m)
4599,REFUGEE RD,1B,403,45.6,nearest non-residential (403)
4558,MANDEVILLE CT,A,685,74.3,nearest parcel 74m away (> 60m)
4564,ISINGTON CT,202,403,82.4,nearest parcel 82m away (> 60m)
4573,MONMOUTH CT,209,403,63.3,nearest parcel 63m away (> 60m)
2449,SHORE BLVD E,D,403,61.0,nearest parcel 61m away (> 60m)
4558,LAKE SIDE N,,400,155.1,nearest parcel 155m away (> 60m)
4550,LAKE SIDE N,I,350,145.5,nearest parcel 145m away (> 60m)
4611,REFUGEE RD,3G,403,79.7,nearest parcel 80m away (> 60m)
5878,YORKLAND CT,UNIT P,403,58.9,nearest non-residential (403)
1446,MCNAUGHTEN RD,,499,18.4,nearest non-residential (499)
1281,MCNAUGHTEN RD,UNIT E,403,82.0,nearest parcel 82m away (> 60m)
3187,WEBSTER DR,,403,75.4,nearest parcel 75m away (> 60m)
4615,REFUGEE RD,2A,403,43.4,nearest non-residential (403)
4659,REFUGEE RD,1C,403,86.0,nearest parcel 86m away (> 60m)
4661,REFUGEE RD,3F,403,59.4,nearest non-residential (403)
5834,CHATFORD DR,A,899,87.2,nearest parcel 87m away (> 60m)
1494,ABRAHAM WOODS,,,10.9,nearest non-residential ()
6381,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
2885,THOREAU CT,D,403,48.9,nearest non-residential (403)
4631,HILTON CORPORATE DR,,670,69.5,nearest parcel 70m away (> 60m)
5880,CHATFORD DR,A,403,39.4,nearest non-residential (403)
5896,CHATFORD DR,B,403,99.6,nearest parcel 100m away (> 60m)
3664,FARTHING LN,,403,56.8,nearest non-residential (403)
3234,ELIM MANOR CT,,591,59.1,nearest non-residential (591)
3180,ELIM MANOR CT,206,591,23.7,nearest non-residential (591)
5009,COVENTRY CT N,,510,69.7,nearest parcel 70m away (> 60m)
1870,COVENTRY CT,D,403,62.9,nearest parcel 63m away (> 60m)
5095,CEDAR DR,A,,17.9,nearest non-residential ()
3741,BIRCHTREE LN,,403,41.8,nearest non-residential (403)
2594,SUMMERWAY CT,,403,17.3,nearest non-residential (403)
2572,SPRINGWAY CT,,402,83.2,nearest parcel 83m away (> 60m)
2489,COURTRIGHT RD,,401,26.3,nearest non-residential (401)
2233,COURTSIDE DR,C,400,42.8,nearest non-residential (400)
3666,SOFT WIND DR,,403,23.4,nearest non-residential (403)
5330,YORKSHIRE TERRACE DR,B6,403,29.7,nearest non-residential (403)
3852,MAUMEE BAY WAY,,403,65.9,nearest parcel 66m away (> 60m)
3734,SOFT WIND DR,,520,116.5,nearest parcel 117m away (> 60m)
3896,MAUMEE BAY WAY,,510,92.6,nearest parcel 93m away (> 60m)
3990,KIMBERLY PKWY N,,401,35.0,nearest non-residential (401)
5664,HIBERNIA DR,A,403,61.5,nearest parcel 61m away (> 60m)
2225,MUIRWOOD DR,,400,62.3,nearest parcel 62m away (> 60m)
5726,HIBERNIA DR,B,403,81.0,nearest parcel 81m away (> 60m)
5476,LONSDALE PL N,UNIT A,403,54.2,nearest non-residential (403)
4241,KIMBERLY PKWY E,,417,16.1,nearest non-residential (417)
4243,DONLYN CT,,447,58.0,nearest non-residential (447)
3351,SUFFIELD,,510,98.5,nearest parcel 99m away (> 60m)
5486,CHATFORD SQ,,403,7.7,nearest non-residential (403)
2023,BAIRSFORD DR,2H,520,62.2,nearest parcel 62m away (> 60m)
2333,HAMILTON RD,,425,14.2,nearest non-residential (425)
1813,BAIRSFORD DR,2C,403,23.0,nearest non-residential (403)
5554,AUTUMN CHASE DR,A,411,50.9,nearest non-residential (411)
5577,AUTUMN CHASE DR,B,411,45.8,nearest non-residential (411)
2791,GROSSE POINT,,403,98.2,nearest parcel 98m away (> 60m)
4773,HILTON CORPORATE DR,,447,46.1,nearest non-residential (447)
5936,ABERNATHY LN,,,16.7,nearest non-residential ()
5891,SHANA DR,,403,54.2,nearest non-residential (403)
6425,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6683,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6623,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6126,MCNAUGHTEN CENTER,,458,44.7,nearest non-residential (458)
3158,ROTUNDA CT N,,403,9.5,nearest non-residential (403)
5949,SHANA DR,,403,60.4,nearest parcel 60m away (> 60m)
1984,FOUNTAINVIEW CT,E,403,71.4,nearest parcel 71m away (> 60m)
1889,FOUNTAINVIEW CT,,403,67.8,nearest parcel 68m away (> 60m)
2580,NOE-BIXBY RD,A,499,31.4,nearest non-residential (499)
6009,LAKE CLUB CT,,430,133.6,nearest parcel 134m away (> 60m)
6055,LAKE CLUB PL,,441,128.3,nearest parcel 128m away (> 60m)
1937,OLDE COVENTRY RD,,401,68.7,nearest parcel 69m away (> 60m)
1862,NOE-BIXBY RD,,660,71.5,nearest parcel 72m away (> 60m)
2111,PINE GROVE LN,,401,46.3,nearest non-residential (401)
2089,PINE GROVE LN,,403,33.8,nearest non-residential (403)
2600,SUMMERWAY CT,,403,33.9,nearest non-residential (403)
2562,SPRINGWAY CT,,402,72.1,nearest parcel 72m away (> 60m)
3724,KIMBERLY WEST DR,,403,77.2,nearest parcel 77m away (> 60m)
3727,KIMBERLY PKWY N,,402,92.8,nearest parcel 93m away (> 60m)
3760,KIMBERLY WEST DR,,403,56.2,nearest non-residential (403)
5083,CEDAR DR,M,,27.8,nearest non-residential ()
5119,CEDAR DR,H,,10.9,nearest non-residential ()
3780,WESTPOINT DR,UNIT 4,403,65.0,nearest parcel 65m away (> 60m)
3931,RIVERCREEK BAY WAY,,510,67.2,nearest parcel 67m away (> 60m)
3778,SOFT WIND DR,,403,75.2,nearest parcel 75m away (> 60m)
2056,SUNSHINE PL,,403,31.7,nearest non-residential (403)
5563,HIBERNIA DR,B,510,91.9,nearest parcel 92m away (> 60m)
2232,SEVILLE AVE,,403,68.5,nearest parcel 68m away (> 60m)
5393,YORKSHIRE TERRACE DR,2A,403,40.8,nearest non-residential (403)
1734,LONSDALE RD,,401,33.4,nearest non-residential (401)
5424,LONSDALE PL N,,439,22.3,nearest non-residential (439)
4237,EASTLAND FOOD CT,,427,55.7,nearest non-residential (427)
2752,EASTLAND MALL,UNIT A,427,32.9,nearest non-residential (427)
5588,TINLEY PARK,,510,60.9,nearest parcel 61m away (> 60m)
1917,BAIRSFORD DR,,403,37.2,nearest non-residential (403)
5565,AUTUMN CHASE DR,B,411,32.0,nearest non-residential (411)
2786,CITIZENS PL,F,403,58.1,nearest non-residential (403)
2432,SHORE BLVD W,,403,65.8,nearest parcel 66m away (> 60m)
2436,SHORE BLVD W,,403,61.4,nearest parcel 61m away (> 60m)
4542,LAKE SIDE N,,400,163.9,nearest parcel 164m away (> 60m)
4601,REFUGEE RD,1I,403,53.8,nearest non-residential (403)
2870,WOOLWICH CT,101,685,87.2,nearest parcel 87m away (> 60m)
2870,WOOLWICH CT,206,685,102.9,nearest parcel 103m away (> 60m)
2501,SHORE BLVD E,J,403,147.3,nearest parcel 147m away (> 60m)
2415,SHORE BLVD E,,403,59.4,nearest non-residential (403)
4609,REFUGEE RD,3I,403,74.8,nearest parcel 75m away (> 60m)
4591,WORDSWORTH CT,C,403,127.5,nearest parcel 128m away (> 60m)
2881,TENNYSON BLVD,104,403,119.1,nearest parcel 119m away (> 60m)
2790,TENNYSON BLVD,,403,25.4,nearest non-residential (403)
2445,SHORE BLVD E,H,403,89.3,nearest parcel 89m away (> 60m)
4611,REFUGEE RD,3C,403,84.0,nearest parcel 84m away (> 60m)
4690,FENIMORE CT,C,403,152.4,nearest parcel 152m away (> 60m)
284,CHANTRY DR,,447,15.6,nearest non-residential (447)
114,CHANTRY DR,,447,15.6,nearest non-residential (447)
444,CHANTRY DR,,447,15.6,nearest non-residential (447)
4686,FENIMORE CT,C,403,134.5,nearest parcel 134m away (> 60m)
2637,SILVER OAK DR,,403,130.2,nearest parcel 130m away (> 60m)
2639,SILVER OAK DR,,403,128.3,nearest parcel 128m away (> 60m)
5713,SPRUCE TREE DR,,403,74.3,nearest parcel 74m away (> 60m)
4235,DONLYN CT,,447,35.0,nearest non-residential (447)
4303,DONLYN CT,,447,32.5,nearest non-residential (447)
4264,EASTLAND FOOD CT,,427,81.0,nearest parcel 81m away (> 60m)
4228,EASTLAND FOOD CT,,427,46.1,nearest non-residential (427)
4315,KIMBERLY PKWY,,420,34.4,nearest non-residential (420)
1869,BAIRSFORD DR,,520,60.5,nearest parcel 60m away (> 60m)
4433,CROSSROADS CENTER,,426,13.8,nearest non-residential (426)
2450,SHORE BLVD W,K,480,98.7,nearest parcel 99m away (> 60m)
1811,BAIRSFORD DR,1I,403,14.8,nearest non-residential (403)
4586,HEMINGWAY CT,,685,133.4,nearest parcel 133m away (> 60m)
4617,REFUGEE RD,2C,403,4.5,nearest non-residential (403)
2445,SHORE BLVD E,E,403,86.4,nearest parcel 86m away (> 60m)
172,CHANTRY DR,,447,15.6,nearest non-residential (447)
136,CHANTRY DR,,447,15.6,nearest non-residential (447)
4655,REFUGEE RD,2D,403,70.0,nearest parcel 70m away (> 60m)
4619,REFUGEE RD,3H,403,74.3,nearest parcel 74m away (> 60m)
5691,MAPLE TREE LN,,403,91.2,nearest parcel 91m away (> 60m)
5827,MAPLE TREE LN,,454,186.6,nearest parcel 187m away (> 60m)
6129,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6539,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6229,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6557,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
5945,MORRISSEY ST,,640,54.9,nearest non-residential (640)
2720,BRANDY DR,203,458,57.3,nearest non-residential (458)
5960,SHANA DR,,499,29.6,nearest non-residential (499)
1986,FOUNTAINVIEW CT,D,403,81.5,nearest parcel 82m away (> 60m)
2772,GROSSE POINT,,403,100.1,nearest parcel 100m away (> 60m)
5987,LAKE CLUB SQ,,403,39.1,nearest non-residential (403)
2905,SHILLING DR,,403,30.6,nearest non-residential (403)
3180,ELIM MANOR CT,204,591,26.7,nearest non-residential (591)
3180,ELIM MANOR CT,202,591,31.5,nearest non-residential (591)
2188,ROTUNDA DR,,403,17.6,nearest non-residential (403)
1819,NOE-BIXBY RD,,510,70.7,nearest parcel 71m away (> 60m)
2171,RIVERDALE SQ E,,403,31.5,nearest non-residential (403)
2628,BIRCHTREE WAY,,403,84.1,nearest parcel 84m away (> 60m)
2631,BIRCHTREE CT,,403,62.1,nearest parcel 62m away (> 60m)
3724,WESTPOINT DR,UNIT 1,600,66.6,nearest parcel 67m away (> 60m)
2282,PETZINGER CT,,403,40.4,nearest non-residential (403)
5625,HIBERNIA DR,C,510,84.0,nearest parcel 84m away (> 60m)
5636,HIBERNIA DR,,403,24.3,nearest non-residential (403)
3739,KIMBERLY WEST DR,UNIT 2,403,75.3,nearest parcel 75m away (> 60m)
5645,HIBERNIA DR,,403,93.5,nearest parcel 93m away (> 60m)
5657,HIBERNIA DR,C,510,85.2,nearest parcel 85m away (> 60m)
2210,MUIRWOOD DR,,403,28.0,nearest non-residential (403)
5461,LONSDALE PL S,UNIT C,680,41.2,nearest non-residential (680)
5462,LONSDALE PL N,,403,51.6,nearest non-residential (403)
