number,street,unit,nearest_parcel_land_use,distance_m,reason
5476,LONSDALE PL N,UNIT C,403,57.7,nearest non-residential (403)
1551,APPLETON CT,,403,29.1,nearest non-residential (403)
5734,HIBERNIA DR,B,403,70.0,nearest parcel 70m away (> 60m)
5685,BAIRSFORD CIR N,9,403,34.0,nearest non-residential (403)
680,CHANTRY DR,,447,15.6,nearest non-residential (447)
512,CHANTRY DR,,447,15.6,nearest non-residential (447)
562,CHANTRY DR,,447,15.6,nearest non-residential (447)
542,CHANTRY DR,,447,15.6,nearest non-residential (447)
520,CHANTRY DR,,447,15.6,nearest non-residential (447)
2593,SILVER OAK DR,,403,115.8,nearest parcel 116m away (> 60m)
2167,RIVERDALE SQ E,,403,27.6,nearest non-residential (403)
3681,RIVERDALE SQ,,403,23.2,nearest non-residential (403)
3719,BIRCHTREE LN,,403,95.6,nearest parcel 96m away (> 60m)
1744,LONSDALE RD,,401,33.4,nearest non-residential (401)
5427,YORKSHIRE TERRACE DR,2B,403,19.4,nearest non-residential (403)
3379,WINTER LANE PARK,,403,76.0,nearest parcel 76m away (> 60m)
3729,SOFT WIND DR,,403,58.9,nearest non-residential (403)
5689,HIBERNIA DR,C,510,79.6,nearest parcel 80m away (> 60m)
5738,HIBERNIA DR,,403,72.3,nearest parcel 72m away (> 60m)
3228,WINTER LANE PARK,,400,48.2,nearest non-residential (400)
5533,CANTARA PL,3,403,7.2,nearest non-residential (403)
5530,DUNFIELD LN,6,403,14.2,nearest non-residential (403)
1776,MCNAUGHTEN RD,,401,10.3,nearest non-residential (401)
5745,CHANTRY DR,,426,40.7,nearest non-residential (426)
3804,SOFT WIND DR,,403,40.1,nearest non-residential (403)
1995,BAIRSFORD DR,,520,68.4,nearest parcel 68m away (> 60m)
1550,COBORA LN,,403,38.9,nearest non-residential (403)
5775,SPRUCE TREE DR,,400,141.9,nearest parcel 142m away (> 60m)
5889,SHANA DR,,400,54.9,nearest non-residential (400)
6111,MCNAUGHTEN CENTER,,425,32.2,nearest non-residential (425)
6125,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6119,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6287,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6261,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6551,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
2192,SUNSHINE PL,,520,99.4,nearest parcel 99m away (> 60m)
2258,MUIRWOOD DR,,403,45.3,nearest non-residential (403)
1811,BAIRSFORD DR,2D,403,31.5,nearest non-residential (403)
5619,AUTUMN CHASE DR,A,411,31.8,nearest non-residential (411)
5900,CHATFORD DR,B,403,116.2,nearest parcel 116m away (> 60m)
5983,LAKE CLUB SQ,A,403,45.1,nearest non-residential (403)
4164,ASTON MARTIN CT,,403,35.2,nearest non-residential (403)
2728,EASTLAND MALL,,427,23.5,nearest non-residential (427)
1772,BAIRSFORD DR,,403,45.8,nearest non-residential (403)
2114,PINE GROVE LN,,403,20.9,nearest non-residential (403)
2109,PINE GROVE LN,,403,42.3,nearest non-residential (403)
1874,COVENTRY CT,A,403,50.8,nearest non-residential (403)
2818,BANWICK RD,,351,95.2,nearest parcel 95m away (> 60m)
2719,EASTLAND MALL,,427,61.0,nearest parcel 61m away (> 60m)
4283,EASTLAND SQUARE DR,,422,81.6,nearest parcel 82m away (> 60m)
5685,BAIRSFORD CIR N,14,403,28.4,nearest non-residential (403)
110,CHANTRY DR,,447,15.6,nearest non-residential (447)
34,CHANTRY DR,,447,15.6,nearest non-residential (447)
5081,CEDAR DR,K,,11.9,nearest non-residential ()
2305,HAMILTON RD,,425,14.2,nearest non-residential (425)
2853,CITIZENS PL,F,436,106.4,nearest parcel 106m away (> 60m)
5727,CHANTRY DR,,429,80.8,nearest parcel 81m away (> 60m)
5725,GREENPINE ST,,400,78.9,nearest parcel 79m away (> 60m)
2512,EASTERN PINE RD,,403,129.4,nearest parcel 129m away (> 60m)
5807,MAPLE TREE LN,,454,166.7,nearest parcel 167m away (> 60m)
5904,SHANA DR,,403,44.2,nearest non-residential (403)
2776,CITIZENS PL,G,403,102.5,nearest parcel 103m away (> 60m)
2755,TENNYSON BLVD,C,403,101.3,nearest parcel 101m away (> 60m)
2735,TENNYSON BLVD,D,403,153.0,nearest parcel 153m away (> 60m)
4593,REFUGEE RD,1F,403,76.2,nearest parcel 76m away (> 60m)
4600,CHANNING TER,,403,137.8,nearest parcel 138m away (> 60m)
1560,ABRAHAM WOODS,,,14.3,nearest non-residential ()
6697,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
5952,ABERNATHY LN,,,16.6,nearest non-residential ()
5945,SHANA DR,,403,49.2,nearest non-residential (403)
5884,CHATFORD DR,D,403,58.9,nearest non-residential (403)
5896,CHATFORD DR,G,403,105.1,nearest parcel 105m away (> 60m)
2471,SHORE BLVD E,A,403,140.4,nearest parcel 140m away (> 60m)
4661,REFUGEE RD,1B,403,63.0,nearest parcel 63m away (> 60m)
4630,HILTON CORPORATE DR,209,411,94.0,nearest parcel 94m away (> 60m)
1904,FOUNTAINVIEW CT,,403,107.7,nearest parcel 108m away (> 60m)
2536,SCARBOROUGH SQ,12,425,50.9,nearest non-residential (425)
5356,YORKSHIRE TERRACE DR,B,403,32.2,nearest non-residential (403)
5543,HIBERNIA DR,C,640,81.6,nearest parcel 82m away (> 60m)
4800,LARAINE CT,204,403,45.9,nearest non-residential (403)
2360,NOE-BIXBY RD,,500,25.4,nearest=vacant land
3164,WEBSTER DR,,685,47.1,nearest non-residential (685)
2330,NOE-BIXBY RD,,500,34.6,nearest=vacant land
3395,SUFFIELD,,510,105.3,nearest parcel 105m away (> 60m)
5545,CANTARA PL,1,403,32.5,nearest non-residential (403)
3366,SUFFIELD,,510,64.4,nearest parcel 64m away (> 60m)
2023,BAIRSFORD DR,1G,520,64.7,nearest parcel 65m away (> 60m)
1835,BAIRSFORD DR,,403,76.3,nearest parcel 76m away (> 60m)
3243,WEBSTER DR,,403,69.3,nearest parcel 69m away (> 60m)
5015,COVENTRY DR,,403,35.2,nearest non-residential (403)
1813,BAIRSFORD DR,1H,403,20.6,nearest non-residential (403)
2904,SHILLING DR,,403,60.5,nearest parcel 60m away (> 60m)
5099,CEDAR DR,G,,18.8,nearest non-residential ()
5121,CEDAR DR,D,,21.3,nearest non-residential ()
5165,CEDAR DR,C,,23.6,nearest non-residential ()
5592,BAIRSFORD CIR N,,403,56.8,nearest non-residential (403)
5619,AUTUMN CHASE DR,,411,31.8,nearest non-residential (411)
4569,MONMOUTH CT,,403,51.7,nearest non-residential (403)
4611,REFUGEE RD,1B,403,74.2,nearest parcel 74m away (> 60m)
4593,REFUGEE RD,3I,403,63.5,nearest parcel 63m away (> 60m)
4585,ISINGTON CT,B,685,141.9,nearest parcel 142m away (> 60m)
2489,SHORE BLVD E,,403,134.7,nearest parcel 135m away (> 60m)
4590,LAKE SIDE N,K,351,148.1,nearest parcel 148m away (> 60m)
2851,CITIZENS PL,G,435,87.9,nearest parcel 88m away (> 60m)
2785,CITIZENS PL,G,403,111.7,nearest parcel 112m away (> 60m)
1764,BAIRSFORD DR,,400,58.5,nearest non-residential (400)
2801,BERWICK SQ,,403,6.1,nearest non-residential (403)
2720,BRANDY DR,202,458,53.2,nearest non-residential (458)
2608,NOE-BIXBY RD,C,510,65.5,nearest parcel 65m away (> 60m)
4561,MANDEVILLE CT,D,455,102.7,nearest parcel 103m away (> 60m)
2935,TENNYSON BLVD,B,455,127.8,nearest parcel 128m away (> 60m)
4545,LAKE SIDE S,D,122,95.2,nearest parcel 95m away (> 60m)
2411,SHORE BLVD E,I,403,61.8,nearest parcel 62m away (> 60m)
4594,ISINGTON CT,203,403,104.7,nearest parcel 105m away (> 60m)
4587,LAKE SIDE S,,122,83.9,nearest parcel 84m away (> 60m)
5564,CHANTRY DR,,403,57.4,nearest non-residential (403)
266,CHANTRY DR,,447,15.6,nearest non-residential (447)
3314,TRADAN DR,,403,11.4,nearest non-residential (403)
4593,LAKE SIDE S,,122,96.9,nearest parcel 97m away (> 60m)
2491,SHORE BLVD E,A,122,137.2,nearest parcel 137m away (> 60m)
4611,REFUGEE RD,1D,403,91.6,nearest parcel 92m away (> 60m)
4619,REFUGEE RD,3E,403,85.1,nearest parcel 85m away (> 60m)
4671,REFUGEE RD,2A,403,13.1,nearest non-residential (403)
4665,REFUGEE RD,2J,403,54.8,nearest non-residential (403)
4630,HILTON CORPORATE DR,102,411,123.4,nearest parcel 123m away (> 60m)
4643,COLERIDGE CT,,403,27.2,nearest non-residential (403)
2824,TENNYSON BLVD,C,403,106.6,nearest parcel 107m away (> 60m)
4644,HEBRIDES DR,C,403,116.4,nearest parcel 116m away (> 60m)
4671,REFUGEE RD,3F,403,27.3,nearest non-residential (403)
5688,GREENPINE ST,,400,59.3,nearest non-residential (400)
2521,EASTERN PINE RD,,403,74.7,nearest parcel 75m away (> 60m)
6637,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6427,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6465,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
2486,FOREST GREEN CT,,401,74.4,nearest parcel 74m away (> 60m)
3687,FARTHING LN,,403,55.3,nearest non-residential (403)
2794,GROSSE POINT,,403,61.1,nearest parcel 61m away (> 60m)
4802,ROLLINGBROOK LN,B,403,17.9,nearest non-residential (403)
1905,NOE-BIXBY RD,,403,79.6,nearest parcel 80m away (> 60m)
1991,FOUNTAINVIEW CT,,403,84.3,nearest parcel 84m away (> 60m)
2007,FOUNTAINVIEW CT,,403,95.5,nearest parcel 95m away (> 60m)
1973,FOUNTAINVIEW CT,,403,39.4,nearest non-residential (403)
4794,REFUGEE RD,D,510,60.6,nearest parcel 61m away (> 60m)
5916,CHATFORD DR,A,449,140.0,nearest parcel 140m away (> 60m)
1883,FOUNTAINVIEW CT,,403,56.1,nearest non-residential (403)
2158,RIVERDALE SQ W,,625,46.8,nearest non-residential (625)
3705,KNIGHTSWAY LN,,403,107.3,nearest parcel 107m away (> 60m)
2584,SUMMERWAY CT,,403,27.8,nearest non-residential (403)
4956,OLDE COVENTRY RD W,,403,118.2,nearest parcel 118m away (> 60m)
4990,MYERS RD,,403,34.1,nearest non-residential (403)
1814,NOE-BIXBY RD,UNIT B,510,75.6,nearest parcel 76m away (> 60m)
3731,KIMBERLY WEST DR,UNIT 2,600,88.5,nearest parcel 89m away (> 60m)
2281,PETZINGER CT,,640,59.8,nearest non-residential (640)
3759,KIMBERLY WEST DR,,403,57.9,nearest non-residential (403)
3769,KIMBERLY WEST DR,UNIT 5,403,75.7,nearest parcel 76m away (> 60m)
2605,KIMBERLY PKWY W,,403,15.7,nearest non-residential (403)
1898,COVENTRY CT,A,403,65.5,nearest parcel 65m away (> 60m)
5044,COVENTRY DR,A,403,68.1,nearest parcel 68m away (> 60m)
3890,REFUGEE RD,,467,39.1,nearest non-residential (467)
3728,SOFT WIND DR,,520,104.0,nearest parcel 104m away (> 60m)
2169,RIVERDALE SQ E,,403,28.4,nearest non-residential (403)
2165,RIVERDALE SQ E,,403,26.9,nearest non-residential (403)
3658,RIVERDALE SQ,,403,57.2,nearest non-residential (403)
5099,CEDAR DR,F,,16.5,nearest non-residential ()
5123,CEDAR DR,F,,7.5,nearest non-residential ()
3714,KNIGHTSWAY LN,,403,90.6,nearest parcel 91m away (> 60m)
3589,ARIEL DR,,403,26.7,nearest non-residential (403)
2342,RANDY CT,,403,58.0,nearest non-residential (403)
4091,ROLLS ROYCE CT,,403,140.4,nearest parcel 140m away (> 60m)
4085,JENERA PL,,403,75.5,nearest parcel 75m away (> 60m)
2284,SEVILLE AVE,,403,25.5,nearest non-residential (403)
2272,SEVILLE AVE,,403,12.7,nearest non-residential (403)
3725,KIMBERLY WEST DR,UNIT 3,600,78.7,nearest parcel 79m away (> 60m)
2275,PETZINGER CT,,420,58.0,nearest non-residential (420)
3747,KIMBERLY WEST DR,UNIT 2,403,66.0,nearest parcel 66m away (> 60m)
3750,WESTPOINT DR,UNIT 5,403,54.3,nearest non-residential (403)
3760,WESTPOINT DR,UNIT 1,403,29.4,nearest non-residential (403)
3752,KIMBERLY WEST DR,,403,81.2,nearest parcel 81m away (> 60m)
3738,EMRICK CT,,403,42.9,nearest non-residential (403)
2577,KIMBERLY PKWY W,,403,81.9,nearest parcel 82m away (> 60m)
3774,WESTPOINT DR,UNIT 4,403,51.7,nearest non-residential (403)
5491,RED BIRD CT,,402,1.8,nearest non-residential (402)
4259,DONLYN CT,,447,41.9,nearest non-residential (447)
2801,LONGFELLOW ST,,458,12.7,nearest non-residential (458)
3899,RIVERCREEK BAY WAY,,403,56.2,nearest non-residential (403)
3996,SOLDIER ST,,500,45.3,nearest=vacant land
4251,MACSWAY AVE,,422,57.7,nearest non-residential (422)
2197,SUNSHINE PL,,403,41.5,nearest non-residential (403)
2088,SUNSHINE PL,,403,74.5,nearest parcel 74m away (> 60m)
2196,SUNSHINE PL,,520,109.0,nearest parcel 109m away (> 60m)
1734,LONSDALE RD,UNIT B,401,33.7,nearest non-residential (401)
5726,HIBERNIA DR,C,403,82.2,nearest parcel 82m away (> 60m)
2177,MUIRWOOD DR,,400,115.2,nearest parcel 115m away (> 60m)
2204,MUIRWOOD DR,,403,40.5,nearest non-residential (403)
2210,SEVILLE AVE,,403,94.2,nearest parcel 94m away (> 60m)
5442,CHATFORD SQ,,403,41.4,nearest non-residential (403)
5514,E LIVINGSTON AVE,,,16.8,nearest non-residential ()
1558,APPLETON CT,,403,10.5,nearest non-residential (403)
3342,SUFFIELD,,510,68.2,nearest parcel 68m away (> 60m)
2845,CITIZENS PL,F,499,70.6,nearest parcel 71m away (> 60m)
2843,CITIZENS PL,E,499,93.9,nearest parcel 94m away (> 60m)
2740,CITIZENS PL,A,403,164.4,nearest parcel 164m away (> 60m)
4209,DONLYN CT,,685,73.7,nearest parcel 74m away (> 60m)
1967,BAIRSFORD DR,,520,70.2,nearest parcel 70m away (> 60m)
1789,BAIRSFORD CIR W,,403,53.0,nearest non-residential (403)
2635,WINCHESTER PIKE,,465,88.3,nearest parcel 88m away (> 60m)
2731,WINCHESTER PIKE,,458,80.3,nearest parcel 80m away (> 60m)
6043,RADEKIN RD,,500,9.0,nearest=vacant land
2960,NOE-BIXBY RD,,420,28.1,nearest non-residential (420)
3995,GROVES RD,UNIT S,352,72.9,nearest parcel 73m away (> 60m)
3995,GROVES RD,UNIT B,352,53.5,nearest non-residential (352)
3995,GROVES RD,UNIT A,352,39.9,nearest non-residential (352)
2092,NOE-BIXBY RD,,,239.6,nearest parcel 240m away (> 60m)
2140,S HAMILTON RD,,429,51.1,nearest non-residential (429)
4414,REFUGEE RD,,685,65.9,nearest parcel 66m away (> 60m)
2837,S HAMILTON RD,,467,73.6,nearest parcel 74m away (> 60m)
3325,WINCHESTER PIKE,,499,9.4,nearest non-residential (499)
5076,WINCHESTER PIKE,,501,160.6,nearest parcel 161m away (> 60m)
6161,MCNAUGHTEN WOODS DR,,,41.8,nearest non-residential ()
5712,SARANAC DR,,511,76.4,nearest parcel 76m away (> 60m)
5710,SARANAC DR,,550,67.0,nearest parcel 67m away (> 60m)
5885,CHANTRY DR,,422,68.2,nearest parcel 68m away (> 60m)
2734,OLD COURTRIGHT RD,UNIT K,400,53.8,nearest non-residential (400)
2734,OLD COURTRIGHT RD,UNIT H,400,45.3,nearest non-residential (400)
2734,OLD COURTRIGHT RD,UNIT J,400,52.8,nearest non-residential (400)
2734,OLD COURTRIGHT RD,UNIT L,455,46.7,nearest non-residential (455)
2676,COURTRIGHT RD,,429,53.1,nearest non-residential (429)
2734,OLD COURTRIGHT RD,UNIT G,400,27.5,nearest non-residential (400)
2734,OLD COURTRIGHT RD,UNIT I,400,49.4,nearest non-residential (400)
2680,COURTRIGHT RD,,429,57.3,nearest non-residential (429)
2734,OLD COURTRIGHT RD,UNIT C,400,70.6,nearest parcel 71m away (> 60m)
2734,OLD COURTRIGHT RD,UNIT D,400,59.8,nearest non-residential (400)
2734,OLD COURTRIGHT RD,UNIT M,455,44.6,nearest non-residential (455)
4685,GROVES RD,,500,77.3,nearest parcel 77m away (> 60m)
2734,OLD COURTRIGHT RD,UNIT E,400,61.2,nearest parcel 61m away (> 60m)
2678,COURTRIGHT RD,,429,60.7,nearest parcel 61m away (> 60m)
2734,OLD COURTRIGHT RD,UNIT B,400,69.3,nearest parcel 69m away (> 60m)
2734,OLD COURTRIGHT RD,UNIT A,400,72.7,nearest parcel 73m away (> 60m)
2734,OLD COURTRIGHT RD,UNIT F,400,53.0,nearest non-residential (400)
4681,GROVES RD,,499,89.8,nearest parcel 90m away (> 60m)
4683,GROVES RD,,499,71.4,nearest parcel 71m away (> 60m)
2357,S HAMILTON RD,,442,13.5,nearest non-residential (442)
4170,CADILLAC CT,,685,120.6,nearest parcel 121m away (> 60m)
4093,PORSCHE CT,,680,76.6,nearest parcel 77m away (> 60m)
2437,CORVETTE CT,,680,100.5,nearest parcel 101m away (> 60m)
4169,ASTON MARTIN CT,,403,53.5,nearest non-residential (403)
2382,MERCEDES LN,,403,17.0,nearest non-residential (403)
2379,MERCEDES LN,,403,43.4,nearest non-residential (403)
4082,ROLLS ROYCE CT,,520,131.6,nearest parcel 132m away (> 60m)
2243,COURTSIDE DR,,400,66.9,nearest parcel 67m away (> 60m)
5609,E MAIN ST,,403,90.4,nearest parcel 90m away (> 60m)
2337,KIMBERLY PKWY E,,447,17.6,nearest non-residential (447)
2256,COURTRIGHT RD,,420,44.2,nearest non-residential (420)
2729,S HAMILTON RD,,427,10.5,nearest non-residential (427)
4741,COMET RD,,500,26.2,nearest=vacant land
5046,BOTSFORD DR,,510,63.5,nearest parcel 64m away (> 60m)
2846,S HAMILTON RD,,427,42.8,nearest non-residential (427)
2806,S HAMILTON RD,,435,76.6,nearest parcel 77m away (> 60m)
2664,S HAMILTON RD,,435,72.1,nearest parcel 72m away (> 60m)
2376,S HAMILTON RD,,685,54.5,nearest non-residential (685)
2863,S HAMILTON RD,,467,20.2,nearest non-residential (467)
2186,S HAMILTON RD,,458,45.1,nearest non-residential (458)
5782,CHANTRY DR,,436,94.9,nearest parcel 95m away (> 60m)
4120,TRURO STATION RD,,480,94.2,nearest parcel 94m away (> 60m)
5785,CAESAR CREEK LN,UNIT 302,403,72.3,nearest parcel 72m away (> 60m)
3247,RABBIT HILL LN,,403,54.7,nearest non-residential (403)
3238,RABBIT HILL LN,,403,57.0,nearest non-residential (403)
3201,RABBIT HILL LN,,510,98.5,nearest parcel 98m away (> 60m)
5787,ROSEBRIAR LN,UNIT 304,403,48.5,nearest non-residential (403)
3207,RABBIT HILL LN,,510,98.8,nearest parcel 99m away (> 60m)
5773,ROSEBRIAR LN,UNIT 102,403,20.0,nearest non-residential (403)
5787,ROSEBRIAR LN,UNIT 204,403,48.6,nearest non-residential (403)
5785,CAESAR CREEK LN,UNIT 104,403,69.6,nearest parcel 70m away (> 60m)
5785,CAESAR CREEK LN,UNIT 202,403,72.4,nearest parcel 72m away (> 60m)
3206,RABBIT HILL LN,UNIT 302,510,113.9,nearest parcel 114m away (> 60m)
5771,CAESAR CREEK LN,UNIT 103,403,61.0,nearest parcel 61m away (> 60m)
3199,RABBIT HILL LN,,510,98.3,nearest parcel 98m away (> 60m)
3249,RABBIT HILL LN,,403,55.2,nearest non-residential (403)
3333,RABBIT HILL LN,,501,55.6,nearest=vacant land
5774,CEDAR FALLS LN,UNIT 201,403,55.5,nearest non-residential (403)
5774,CEDAR FALLS LN,UNIT 301,403,55.5,nearest non-residential (403)
3251,RABBIT HILL LN,,403,50.7,nearest non-residential (403)
5787,ROSEBRIAR LN,UNIT 203,403,50.6,nearest non-residential (403)
5774,CEDAR FALLS LN,UNIT 302,403,63.6,nearest parcel 64m away (> 60m)
3206,RABBIT HILL LN,UNIT 101,510,114.6,nearest parcel 115m away (> 60m)
3291,RABBIT HILL LN,,403,58.9,nearest non-residential (403)
5866,CEDAR FALLS LN,,500,99.2,nearest parcel 99m away (> 60m)
5785,CAESAR CREEK LN,UNIT 301,403,65.7,nearest parcel 66m away (> 60m)
3220,RABBIT HILL LN,UNIT 103,403,94.3,nearest parcel 94m away (> 60m)
5862,CEDAR FALLS LN,,403,101.5,nearest parcel 101m away (> 60m)
5787,ROSEBRIAR LN,UNIT 101,403,43.8,nearest non-residential (403)
5773,ROSEBRIAR LN,UNIT 201,403,13.8,nearest non-residential (403)
5787,ROSEBRIAR LN,UNIT 301,403,43.3,nearest non-residential (403)
3206,RABBIT HILL LN,UNIT 303,510,119.3,nearest parcel 119m away (> 60m)
5792,FERN HILL LN,,510,91.7,nearest parcel 92m away (> 60m)
5771,CAESAR CREEK LN,UNIT 203,403,60.9,nearest parcel 61m away (> 60m)
5900,CEDAR FALLS LN,,500,36.8,nearest=vacant land
5787,ROSEBRIAR LN,UNIT 104,403,49.0,nearest non-residential (403)
5787,ROSEBRIAR LN,UNIT 303,403,50.5,nearest non-residential (403)
3195,RABBIT HILL LN,,510,97.7,nearest parcel 98m away (> 60m)
3206,RABBIT HILL LN,UNIT 202,510,114.0,nearest parcel 114m away (> 60m)
5778,FERN HILL LN,,510,94.3,nearest parcel 94m away (> 60m)
5785,CAESAR CREEK LN,UNIT 101,403,66.0,nearest parcel 66m away (> 60m)
5796,FERN HILL LN,,510,88.3,nearest parcel 88m away (> 60m)
3323,RABBIT HILL LN,,501,79.6,nearest parcel 80m away (> 60m)
3206,RABBIT HILL LN,UNIT 201,510,114.2,nearest parcel 114m away (> 60m)
5767,FERN HILL LN,,510,69.0,nearest parcel 69m away (> 60m)
5892,CEDAR FALLS LN,,500,48.6,nearest=vacant land
3220,RABBIT HILL LN,UNIT 102,403,99.6,nearest parcel 100m away (> 60m)
5771,CAESAR CREEK LN,UNIT 204,403,52.7,nearest non-residential (403)
5804,CEDAR FALLS LN,,403,87.8,nearest parcel 88m away (> 60m)
5771,CAESAR CREEK LN,UNIT 102,403,59.7,nearest non-residential (403)
5771,CAESAR CREEK LN,,403,48.8,nearest non-residential (403)
3327,RABBIT HILL LN,,501,67.7,nearest parcel 68m away (> 60m)
3206,RABBIT HILL LN,UNIT 102,510,114.5,nearest parcel 114m away (> 60m)
3285,RABBIT HILL LN,,403,51.0,nearest non-residential (403)
3315,RABBIT HILL LN,,501,97.2,nearest parcel 97m away (> 60m)
5788,FERN HILL LN,,510,92.5,nearest parcel 92m away (> 60m)
3220,RABBIT HILL LN,UNIT 303,403,94.8,nearest parcel 95m away (> 60m)
5868,CEDAR FALLS LN,,500,91.3,nearest parcel 91m away (> 60m)
5894,CEDAR FALLS LN,,500,48.4,nearest=vacant land
5787,ROSEBRIAR LN,,403,45.8,nearest non-residential (403)
5774,CEDAR FALLS LN,UNIT 102,403,63.7,nearest parcel 64m away (> 60m)
3227,RABBIT HILL LN,,403,92.1,nearest parcel 92m away (> 60m)
3283,RABBIT HILL LN,,403,46.0,nearest non-residential (403)
5799,CHATTERTON RD,,510,93.5,nearest parcel 93m away (> 60m)
5771,CAESAR CREEK LN,UNIT 201,403,51.1,nearest non-residential (403)
3309,RABBIT HILL LN,,510,103.5,nearest parcel 104m away (> 60m)
5860,CEDAR FALLS LN,,403,101.6,nearest parcel 102m away (> 60m)
3299,RABBIT HILL LN,,403,73.9,nearest parcel 74m away (> 60m)
5773,ROSEBRIAR LN,UNIT 104,403,19.0,nearest non-residential (403)
5800,FERN HILL LN,,510,79.9,nearest parcel 80m away (> 60m)
3267,RABBIT HILL LN,,403,41.2,nearest non-residential (403)
5782,FERN HILL LN,,510,93.6,nearest parcel 94m away (> 60m)
3325,RABBIT HILL LN,,501,72.3,nearest parcel 72m away (> 60m)
5758,ROSEBRIAR LN,,403,23.1,nearest non-residential (403)
